brand,model,year,price,mileage,fuel_type,transmission,engine_capacity,body_type,location,condition,seller_type,color,features_count,vehicle_age,tax_era,brand_category,fuel_efficiency,price_per_km,is_popular_model
Benz,A-Class,2010,1211379,167745,Petrol,Manual,3500,Wagon,Colombo,Used,Dealer,White,8,14,Low Tax Era,Luxury,Low,7.22,0
Suzuki,Wagon R,2013,670506,93117,Petrol,Automatic,1000,Hatchback,Negombo,Used,Individual,Silver,11,11,Low Tax Era,Standard,Medium,7.2,1
Hyundai,Tucson,2020,2103036,50383,Petrol,Automatic,1800,SUV,Gampaha,Used,Dealer,White,14,4,High Tax Era,Standard,Low,41.74,0
KIA,Picanto,2020,3087737,23155,Hybrid,Automatic,1000,Van,Colombo,Used,Dealer,White,22,4,High Tax Era,Standard,High,133.35,0
Toyota,Vezel,2016,2213601,119858,Hybrid,Automatic,1500,SUV,Colombo,Reconditioned,Individual,Black,23,8,Medium Tax Era,Standard,High,18.47,1
Mazda,Axela,2016,1705454,118591,Diesel,Automatic,1300,Van,Colombo,Reconditioned,Dealer,White,18,8,Medium Tax Era,Standard,Medium,14.38,0
Toyota,Vezel,2021,4619247,24319,Hybrid,Automatic,1800,SUV,Kurunegala,Used,Individual,Black,20,3,High Tax Era,Standard,High,189.94,1
Suzuki,Hustler,2020,2284143,38301,Hybrid,Automatic,1800,Wagon,Kandy,Used,Individual,Black,13,4,High Tax Era,Standard,High,59.64,0
Nissan,March,2017,1666657,49236,Hybrid,Automatic,660,Hatchback,Matara,Used,Individual,White,5,7,Medium Tax Era,Standard,High,33.85,0
Toyota,Premio,2011,888279,169049,Petrol,Automatic,1500,Sedan,Batticaloa,Reconditioned,Individual,White,16,13,Low Tax Era,Standard,Low,5.25,0
Suzuki,Hustler,2018,1685874,50745,Diesel,Automatic,2000,Coupe,Kurunegala,Reconditioned,Individual,Red,24,6,Medium Tax Era,Standard,Low,33.22,0
Toyota,Axio,2021,4066051,43793,Hybrid,Automatic,1000,Sedan,Kalutara,Used,Dealer,Black,18,3,High Tax Era,Standard,High,92.84,1
Toyota,Premio,2013,1469118,244781,Hybrid,Automatic,2000,Sedan,Colombo,Reconditioned,Individual,Red,21,11,Low Tax Era,Standard,High,6,0
Toyota,Allion,2011,801695,174593,Diesel,Manual,2000,Sedan,Kurunegala,Used,Dealer,White,15,13,Low Tax Era,Standard,Low,4.59,0
Nissan,Caravan,2019,2407779,41301,Electric,Automatic,0,Van,Galle,Used,Individual,Gold,23,5,Medium Tax Era,Standard,Very High,58.3,0
Honda,Accord,2015,1671416,107641,Hybrid,Manual,1800,Hatchback,Gampaha,Reconditioned,Individual,Black,10,9,Low Tax Era,Standard,High,15.53,0
Toyota,Prius,2010,749890,179251,Petrol,Automatic,1500,Van,Kurunegala,Reconditioned,Individual,Red,17,14,Low Tax Era,Standard,Low,4.18,1
Mazda,Mazda 3,2016,1456143,96680,Petrol,Automatic,1500,Sedan,Negombo,Reconditioned,Individual,Red,8,8,Medium Tax Era,Standard,Low,15.06,0
Suzuki,Hustler,2018,1826042,95412,Hybrid,Automatic,1500,Wagon,Colombo,Reconditioned,Dealer,Grey,16,6,Medium Tax Era,Standard,High,19.14,0
Toyota,Prius,2018,2638465,62286,Hybrid,Automatic,1300,Van,Kandy,Used,Individual,Brown,5,6,Medium Tax Era,Standard,High,42.36,1
Mazda,CX-3,2009,535777,189762,Petrol,Manual,2000,Hatchback,Colombo,Reconditioned,Individual,White,14,15,Low Tax Era,Standard,Low,2.82,0
Toyota,CH-R,2014,1547912,150320,Electric,Manual,0,SUV,Anuradhapura,Used,Dealer,Black,24,10,Low Tax Era,Standard,Very High,10.3,0
Mazda,CX-5,2021,3863259,59740,Hybrid,Automatic,1800,SUV,Gampaha,Reconditioned,Dealer,Grey,15,3,High Tax Era,Standard,High,64.67,0
Toyota,Camry,2021,4971580,50510,Hybrid,Automatic,1000,Sedan,Colombo,Reconditioned,Dealer,Red,18,3,High Tax Era,Standard,High,98.43,0
Toyota,Camry,2013,1475115,196360,Hybrid,Automatic,1300,Sedan,Colombo,Used,Individual,White,9,11,Low Tax Era,Standard,High,7.51,0
Toyota,Vezel,2020,4080879,30976,Hybrid,Automatic,1500,SUV,Gampaha,Reconditioned,Dealer,Black,21,4,High Tax Era,Standard,High,131.74,1
Toyota,Camry,2018,3045444,40386,Electric,Automatic,0,Sedan,Jaffna,Used,Individual,Black,24,6,Medium Tax Era,Standard,Very High,75.41,0
KIA,Cerato,2021,2720520,52937,Petrol,Automatic,1000,Van,Colombo,Reconditioned,Dealer,Black,5,3,High Tax Era,Standard,Medium,51.39,0
Toyota,Aqua,2008,635010,83692,Petrol,Automatic,2000,Hatchback,Kurunegala,Reconditioned,Individual,Brown,10,16,Low Tax Era,Standard,Low,7.59,1
Honda,City,2011,730660,166120,Petrol,Manual,1800,Wagon,Kandy,Used,Individual,White,5,13,Low Tax Era,Standard,Low,4.4,0
Toyota,Camry,2014,1353907,140067,Diesel,Automatic,1300,Sedan,Ratnapura,Reconditioned,Individual,Grey,19,10,Low Tax Era,Standard,Medium,9.67,0
Toyota,Corolla,2010,777823,186998,Petrol,Automatic,2000,Sedan,Gampaha,Reconditioned,Individual,White,24,14,Low Tax Era,Standard,Low,4.16,0
Suzuki,Celerio,2011,567961,130138,Petrol,Automatic,1000,Wagon,Gampaha,Reconditioned,Dealer,Silver,12,13,Low Tax Era,Standard,Medium,4.36,0
Nissan,Caravan,2009,555516,228269,Petrol,Automatic,1800,Van,Colombo,Used,Individual,Green,20,15,Low Tax Era,Standard,Low,2.43,0
Nissan,Leaf,2021,2835111,25908,Hybrid,Automatic,1300,Hatchback,Kurunegala,Reconditioned,Individual,White,9,3,High Tax Era,Standard,High,109.43,0
Toyota,Vezel,2021,4723146,32375,Electric,Automatic,0,SUV,Gampaha,Reconditioned,Dealer,White,15,3,High Tax Era,Standard,Very High,145.88,1
Mazda,Axela,2020,3375952,17637,Hybrid,Automatic,1500,SUV,Kalutara,Reconditioned,Individual,Black,14,4,High Tax Era,Standard,High,191.4,0
Toyota,Aqua,2013,1355188,91341,Petrol,Automatic,1300,Hatchback,Colombo,Used,Dealer,Blue,20,11,Low Tax Era,Standard,Medium,14.84,1
Suzuki,Alto,2013,588650,188750,Petrol,Manual,800,Hatchback,Negombo,Reconditioned,Individual,White,16,11,Low Tax Era,Standard,Medium,3.12,1
Suzuki,Spacia,2016,1161849,58366,Petrol,Automatic,1300,Sedan,Kalutara,Reconditioned,Dealer,Gold,24,8,Medium Tax Era,Standard,Medium,19.91,0
Toyota,Corolla,2009,681248,245278,Diesel,Manual,1300,Sedan,Batticaloa,Reconditioned,Individual,Silver,13,15,Low Tax Era,Standard,Medium,2.78,0
Mazda,CX-5,2017,1671422,94235,Petrol,Automatic,1500,SUV,Gampaha,Reconditioned,Individual,Silver,9,7,Medium Tax Era,Standard,Low,17.74,0
Nissan,X-Trail,2008,500000,203482,Petrol,Automatic,1800,SUV,Colombo,Used,Dealer,Silver,17,16,Low Tax Era,Standard,Low,2.46,0
Suzuki,Every,2015,1100091,48573,Diesel,Automatic,1300,Van,Kandy,Used,Dealer,White,17,9,Low Tax Era,Standard,Medium,22.65,0
Toyota,CH-R,2016,1873560,99145,Petrol,Automatic,2000,SUV,Colombo,Used,Individual,Black,15,8,Medium Tax Era,Standard,Low,18.9,0
Honda,Freed,2013,1041652,211583,Diesel,Automatic,2000,Van,Batticaloa,Used,Individual,White,10,11,Low Tax Era,Standard,Low,4.92,0
Nissan,Tiida,2017,1891491,116614,Electric,Automatic,0,Sedan,Anuradhapura,Used,Individual,White,21,7,Medium Tax Era,Standard,Very High,16.22,0
Toyota,Allion,2020,3230022,36658,Diesel,Automatic,2000,Sedan,Galle,Used,Individual,White,17,4,High Tax Era,Standard,Low,88.11,0
Toyota,Axio,2019,2781869,87345,Petrol,Automatic,1800,Sedan,Kurunegala,Reconditioned,Individual,White,24,5,Medium Tax Era,Standard,Low,31.85,1
Suzuki,Spacia,2013,777665,110932,Hybrid,Automatic,1300,Wagon,Kandy,Used,Individual,Silver,5,11,Low Tax Era,Standard,High,7.01,0
Toyota,Allion,2017,1929069,61695,Petrol,Automatic,1000,Sedan,Negombo,Used,Individual,White,9,7,Medium Tax Era,Standard,Medium,31.27,0
Hyundai,i10,2019,1844973,58318,Petrol,Automatic,1300,Sedan,Colombo,Used,Individual,Gold,6,5,Medium Tax Era,Standard,Medium,31.64,0
Toyota,Aqua,2020,3699211,42426,Petrol,Automatic,1800,Hatchback,Colombo,Reconditioned,Dealer,White,22,4,High Tax Era,Standard,Low,87.19,1
Suzuki,Alto,2020,1662552,56291,Diesel,Manual,1000,Hatchback,Kalutara,Reconditioned,Individual,White,9,4,High Tax Era,Standard,Medium,29.53,1
Toyota,Axio,2018,2629767,93243,Petrol,Automatic,1300,Sedan,Kandy,Reconditioned,Dealer,Black,19,6,Medium Tax Era,Standard,Medium,28.2,1
Toyota,Aqua,2014,1435087,232601,Petrol,Automatic,1300,Hatchback,Kandy,Reconditioned,Dealer,Black,18,10,Low Tax Era,Standard,Medium,6.17,1
Nissan,March,2012,721643,149377,Diesel,Automatic,800,Hatchback,Gampaha,Reconditioned,Individual,White,8,12,Low Tax Era,Standard,Medium,4.83,0
Benz,E200,2008,1221071,104009,Petrol,Automatic,3000,Hatchback,Gampaha,Reconditioned,Individual,White,12,16,Low Tax Era,Luxury,Low,11.74,0
Suzuki,Hustler,2020,1626760,53585,Petrol,Automatic,1000,Van,Matara,Used,Individual,Blue,5,4,High Tax Era,Standard,Medium,30.36,0
Toyota,CH-R,2017,2236808,68514,Hybrid,Automatic,2000,SUV,Kalutara,Used,Individual,Blue,12,7,Medium Tax Era,Standard,High,32.65,0
Honda,Civic,2015,1272227,62205,Petrol,Automatic,2000,Sedan,Matara,Used,Individual,Black,6,9,Low Tax Era,Standard,Low,20.45,0
KIA,Picanto,2011,678238,210436,Petrol,Automatic,1500,Wagon,Ratnapura,Used,Individual,Blue,14,13,Low Tax Era,Standard,Low,3.22,0
Toyota,Premio,2015,1490341,100301,Petrol,Automatic,1800,Sedan,Jaffna,Reconditioned,Individual,White,13,9,Low Tax Era,Standard,Low,14.86,0
Hyundai,Accent,2011,560671,217014,Petrol,Manual,1500,Hatchback,Colombo,Reconditioned,Dealer,Black,14,13,Low Tax Era,Standard,Low,2.58,0
Honda,City,2019,2876269,96332,Hybrid,Automatic,1800,Coupe,Galle,Used,Dealer,Silver,14,5,Medium Tax Era,Standard,High,29.86,0
Hyundai,Tucson,2021,3129505,39726,Electric,Automatic,0,SUV,Gampaha,Used,Dealer,Black,22,3,High Tax Era,Standard,Very High,78.78,0
Benz,C180,2023,9959860,14183,Hybrid,Automatic,2400,Coupe,Kandy,Used,Individual,Silver,6,1,High Tax Era,Luxury,High,702.19,0
Suzuki,Every,2019,1851457,103867,Diesel,Automatic,2000,Van,Jaffna,Reconditioned,Dealer,White,20,5,Medium Tax Era,Standard,Low,17.83,0
Nissan,March,2019,2182788,100135,Petrol,Automatic,660,Hatchback,Colombo,Used,Individual,Red,23,5,Medium Tax Era,Standard,Medium,21.8,0
KIA,Sorento,2017,1580949,114967,Diesel,Automatic,1300,Hatchback,Kandy,Used,Individual,Black,23,7,Medium Tax Era,Standard,Medium,13.75,0
Mazda,Axela,2019,2710779,95919,Hybrid,Automatic,1300,Wagon,Gampaha,Used,Individual,White,10,5,Medium Tax Era,Standard,High,28.26,0
Toyota,Axio,2017,1761152,66038,Petrol,Automatic,1300,Sedan,Negombo,Used,Individual,White,7,7,Medium Tax Era,Standard,Medium,26.67,1
Hyundai,Creta,2018,1830978,113229,Hybrid,Automatic,1300,Wagon,Negombo,Used,Individual,White,8,6,Medium Tax Era,Standard,High,16.17,0
Suzuki,Every,2020,2248982,51679,Hybrid,Automatic,1800,Van,Colombo,Used,Dealer,White,20,4,High Tax Era,Standard,High,43.52,0
Toyota,Prius,2018,2133309,84104,Diesel,Automatic,1500,Coupe,Anuradhapura,Used,Individual,White,7,6,Medium Tax Era,Standard,Low,25.36,1
Hyundai,Creta,2009,546241,152561,Petrol,Automatic,1000,Sedan,Colombo,Used,Individual,White,22,15,Low Tax Era,Standard,Medium,3.58,0
Toyota,Prius,2014,1446064,165455,Hybrid,Manual,1000,Coupe,Kurunegala,Used,Dealer,Black,21,10,Low Tax Era,Standard,High,8.74,1
Mitsubishi,Lancer,2020,2731035,49889,Petrol,Automatic,1800,Sedan,Matara,Used,Individual,Silver,19,4,High Tax Era,Standard,Low,54.74,0
Nissan,Tiida,2017,1738519,50832,Electric,Automatic,0,Van,Batticaloa,Reconditioned,Dealer,Red,17,7,Medium Tax Era,Standard,Very High,34.2,0
Toyota,Allion,2020,3077362,30154,Petrol,Automatic,2000,Sedan,Colombo,Used,Dealer,White,18,4,High Tax Era,Standard,Low,102.05,0
Toyota,Axio,2016,1774840,73368,Petrol,Manual,1000,Sedan,Gampaha,Reconditioned,Dealer,White,16,8,Medium Tax Era,Standard,Medium,24.19,1
Toyota,Camry,2014,1380154,97167,Petrol,Manual,1800,Sedan,Gampaha,Used,Individual,Brown,15,10,Low Tax Era,Standard,Low,14.2,0
Honda,Vezel,2016,1672165,84361,Diesel,Automatic,1300,SUV,Kurunegala,Used,Individual,White,6,8,Medium Tax Era,Standard,Medium,19.82,1
Toyota,Prius,2015,2231936,96416,Hybrid,Automatic,2000,Wagon,Colombo,Reconditioned,Dealer,Red,24,9,Low Tax Era,Standard,High,23.15,1
Honda,City,2012,1267456,146846,Hybrid,Automatic,1500,Hatchback,Kandy,Used,Dealer,Brown,23,12,Low Tax Era,Standard,High,8.63,0
Honda,Insight,2020,3115165,58773,Hybrid,Automatic,1000,Sedan,Batticaloa,Used,Individual,White,19,4,High Tax Era,Standard,High,53,0
Toyota,Aqua,2016,1751724,108340,Petrol,Automatic,1000,Hatchback,Gampaha,Reconditioned,Individual,Gold,8,8,Medium Tax Era,Standard,Medium,16.17,1
Toyota,Axio,2017,2442586,114319,Hybrid,Automatic,1500,Sedan,Colombo,Used,Individual,White,18,7,Medium Tax Era,Standard,High,21.37,1
Toyota,Camry,2012,1082042,210223,Petrol,Automatic,2000,Sedan,Negombo,Used,Dealer,Silver,16,12,Low Tax Era,Standard,Low,5.15,0
Honda,Accord,2013,1323801,86472,Hybrid,Automatic,1500,SUV,Jaffna,Used,Individual,Black,8,11,Low Tax Era,Standard,High,15.31,0
Toyota,Vezel,2015,2100482,68887,Hybrid,Automatic,2000,SUV,Colombo,Reconditioned,Individual,White,11,9,Low Tax Era,Standard,High,30.49,1
Suzuki,Hustler,2013,850521,123724,Hybrid,Automatic,1800,Van,Kandy,Used,Dealer,Brown,17,11,Low Tax Era,Standard,High,6.87,0
Toyota,CH-R,2013,1094937,242325,Petrol,Automatic,1300,SUV,Batticaloa,Used,Dealer,Red,11,11,Low Tax Era,Standard,Medium,4.52,0
Nissan,March,2013,1026861,177031,Hybrid,Automatic,1000,Hatchback,Batticaloa,Reconditioned,Individual,Brown,7,11,Low Tax Era,Standard,High,5.8,0
Hyundai,Accent,2019,2011776,72780,Diesel,Automatic,1500,Coupe,Kurunegala,Used,Dealer,Red,17,5,Medium Tax Era,Standard,Low,27.64,0
Benz,GLC,2010,1263658,218518,Diesel,Manual,2400,Van,Kandy,Used,Individual,White,16,14,Low Tax Era,Luxury,Low,5.78,0
KIA,Sportage,2011,641417,148531,Petrol,Automatic,2000,Van,Negombo,Used,Individual,White,8,13,Low Tax Era,Standard,Low,4.32,0
Honda,Vezel,2018,1973833,61966,Diesel,Automatic,1000,SUV,Gampaha,Used,Individual,Grey,11,6,Medium Tax Era,Standard,Medium,31.85,1
Toyota,Camry,2016,2146145,76476,Diesel,Automatic,1500,Sedan,Negombo,Reconditioned,Individual,White,18,8,Medium Tax Era,Standard,Low,28.06,0
Honda,Civic,2020,2957053,48853,Electric,Manual,0,Sedan,Batticaloa,Reconditioned,Individual,Blue,10,4,High Tax Era,Standard,Very High,60.53,0
Toyota,Allion,2011,1090420,125452,Diesel,Automatic,1300,Sedan,Galle,Reconditioned,Individual,White,20,13,Low Tax Era,Standard,Medium,8.69,0
Suzuki,Every,2011,500246,204269,Diesel,Automatic,1500,Van,Jaffna,Used,Dealer,Blue,12,13,Low Tax Era,Standard,Low,2.45,0
Toyota,Vezel,2018,1944352,106863,Petrol,Automatic,1500,SUV,Jaffna,Reconditioned,Individual,White,6,6,Medium Tax Era,Standard,Low,18.19,1
Toyota,CH-R,2017,2422466,107770,Hybrid,Automatic,1800,SUV,Gampaha,Used,Dealer,White,6,7,Medium Tax Era,Standard,High,22.48,0
Suzuki,Swift,2012,727765,117739,Diesel,Automatic,1800,Hatchback,Gampaha,Used,Individual,White,24,12,Low Tax Era,Standard,Low,6.18,1
Suzuki,Every,2017,1136777,105282,Petrol,Automatic,1800,Van,Negombo,Used,Dealer,Red,20,7,Medium Tax Era,Standard,Low,10.8,0
BMW,530i,2017,3679913,116955,Hybrid,Automatic,3500,Sedan,Galle,Reconditioned,Dealer,Black,6,7,Medium Tax Era,Luxury,High,31.46,0
Mitsubishi,Mirage,2021,3525511,34861,Hybrid,Automatic,1000,Sedan,Colombo,Used,Dealer,White,18,3,High Tax Era,Standard,High,101.13,0
Nissan,Juke,2019,1967951,43051,Diesel,Automatic,1800,Hatchback,Kandy,Used,Individual,Black,5,5,Medium Tax Era,Standard,Low,45.71,0
Toyota,Vitz,2017,2647449,90155,Hybrid,Automatic,1300,Hatchback,Kurunegala,Used,Individual,Red,18,7,Medium Tax Era,Standard,High,29.37,0
Toyota,Allion,2023,6037532,9462,Hybrid,Automatic,1300,Sedan,Anuradhapura,Used,Dealer,Black,18,1,High Tax Era,Standard,High,638.01,0
Suzuki,Alto,2008,500000,167829,Diesel,Manual,800,Hatchback,Colombo,Used,Individual,Silver,7,16,Low Tax Era,Standard,Medium,2.98,1
Mazda,Axela,2022,3781869,51734,Diesel,Automatic,1000,SUV,Negombo,Reconditioned,Dealer,Black,17,2,High Tax Era,Standard,Medium,73.1,0
Honda,City,2017,1658636,79857,Petrol,Automatic,1800,SUV,Kandy,Used,Individual,Red,10,7,Medium Tax Era,Standard,Low,20.77,0
Toyota,CH-R,2019,2331058,117714,Diesel,Automatic,1000,SUV,Kurunegala,Reconditioned,Individual,White,5,5,Medium Tax Era,Standard,Medium,19.8,0
Suzuki,Celerio,2020,2210353,38843,Hybrid,Automatic,1300,Sedan,Ratnapura,Reconditioned,Dealer,Red,22,4,High Tax Era,Standard,High,56.9,0
Suzuki,Swift,2015,1245027,111469,Hybrid,Automatic,2000,Hatchback,Batticaloa,Used,Individual,Brown,15,9,Low Tax Era,Standard,High,11.17,1
Honda,Accord,2019,2632670,79491,Diesel,Automatic,1000,SUV,Colombo,Reconditioned,Individual,Blue,6,5,Medium Tax Era,Standard,Medium,33.12,0
Honda,Grace,2016,1499839,100985,Petrol,Automatic,2000,Sedan,Kalutara,Used,Dealer,Red,10,8,Medium Tax Era,Standard,Low,14.85,0
Suzuki,Celerio,2010,500000,236405,Petrol,Automatic,1300,Hatchback,Kurunegala,Reconditioned,Individual,Gold,18,14,Low Tax Era,Standard,Medium,2.12,0
Toyota,Vitz,2019,2332675,113509,Diesel,Automatic,1000,Hatchback,Negombo,Reconditioned,Individual,Silver,5,5,Medium Tax Era,Standard,Medium,20.55,0
Toyota,Vitz,2017,2132324,62820,Petrol,Automatic,2000,Hatchback,Matara,Used,Individual,Brown,10,7,Medium Tax Era,Standard,Low,33.94,0
Honda,Civic,2020,3560654,45535,Hybrid,Automatic,2000,Sedan,Gampaha,Reconditioned,Dealer,White,12,4,High Tax Era,Standard,High,78.19,0
Mazda,Axela,2017,1840968,65906,Petrol,Automatic,1300,SUV,Jaffna,Used,Individual,White,19,7,Medium Tax Era,Standard,Medium,27.93,0
Suzuki,Spacia,2010,500000,245201,Petrol,Automatic,1000,Van,Galle,Used,Individual,Silver,23,14,Low Tax Era,Standard,Medium,2.04,0
Toyota,Allion,2019,3430311,62821,Hybrid,Automatic,1800,Sedan,Colombo,Used,Dealer,Brown,8,5,Medium Tax Era,Standard,High,54.6,0
Suzuki,Wagon R,2011,524518,115200,Petrol,Manual,1000,Hatchback,Ratnapura,Reconditioned,Individual,Red,20,13,Low Tax Era,Standard,Medium,4.55,1
Honda,Civic,2016,1900390,55064,Electric,Automatic,0,Sedan,Colombo,Reconditioned,Dealer,Black,5,8,Medium Tax Era,Standard,Very High,34.51,0
Mitsubishi,Outlander,2011,702021,179925,Petrol,Manual,1800,SUV,Colombo,Used,Dealer,Blue,13,13,Low Tax Era,Standard,Low,3.9,0
Suzuki,Swift,2013,739365,99874,Petrol,Automatic,1800,Hatchback,Ratnapura,Reconditioned,Individual,White,7,11,Low Tax Era,Standard,Low,7.4,1
Suzuki,Every,2022,2188769,27777,Petrol,Manual,1000,Van,Kandy,Used,Dealer,White,20,2,High Tax Era,Standard,Medium,78.8,0
Toyota,Vitz,2021,4489246,31225,Hybrid,Automatic,1800,Hatchback,Colombo,Reconditioned,Dealer,Grey,18,3,High Tax Era,Standard,High,143.77,0
Honda,City,2008,555092,94012,Petrol,Manual,1300,Sedan,Anuradhapura,Reconditioned,Individual,Silver,12,16,Low Tax Era,Standard,Medium,5.9,0
Mitsubishi,Montero,2018,2087384,111388,Hybrid,Manual,1300,Coupe,Gampaha,Reconditioned,Individual,White,11,6,Medium Tax Era,Standard,High,18.74,0
Toyota,Corolla,2014,1486680,146770,Electric,Manual,0,Sedan,Kurunegala,Used,Individual,White,16,10,Low Tax Era,Standard,Very High,10.13,0
Honda,Fit,2013,1111260,93368,Diesel,Automatic,1800,Hatchback,Kandy,Used,Dealer,Black,15,11,Low Tax Era,Standard,Low,11.9,1
Honda,City,2010,609612,104315,Petrol,Manual,1000,Sedan,Jaffna,Used,Individual,Black,8,14,Low Tax Era,Standard,Medium,5.84,0
KIA,Sorento,2010,576316,195106,Petrol,Automatic,1300,Hatchback,Gampaha,Used,Dealer,Black,5,14,Low Tax Era,Standard,Medium,2.95,0
Mazda,Axela,2018,2104620,94698,Petrol,Automatic,1000,Wagon,Negombo,Used,Individual,White,20,6,Medium Tax Era,Standard,Medium,22.22,0
Suzuki,Wagon R,2014,1133303,88177,Electric,Automatic,0,Hatchback,Colombo,Used,Dealer,Green,16,10,Low Tax Era,Standard,Very High,12.85,1
Toyota,Prius,2012,1012534,221295,Petrol,Automatic,1000,Hatchback,Batticaloa,Used,Individual,White,10,12,Low Tax Era,Standard,Medium,4.58,1
Suzuki,Wagon R,2016,1239491,85693,Hybrid,Manual,800,Hatchback,Kandy,Used,Individual,White,19,8,Medium Tax Era,Standard,High,14.46,1
Toyota,Prius,2014,1632280,207716,Hybrid,Automatic,2000,Sedan,Colombo,Used,Dealer,Blue,9,10,Low Tax Era,Standard,High,7.86,1
Toyota,Prius,2019,3825379,56277,Hybrid,Automatic,1500,Van,Colombo,Used,Dealer,Grey,19,5,Medium Tax Era,Standard,High,67.97,1
Mitsubishi,ASX,2019,2315955,108038,Petrol,Automatic,1500,Van,Kandy,Reconditioned,Individual,White,22,5,Medium Tax Era,Standard,Low,21.44,0
Suzuki,Wagon R,2013,691856,112398,Petrol,Automatic,1000,Hatchback,Jaffna,Reconditioned,Individual,White,20,11,Low Tax Era,Standard,Medium,6.16,1
Honda,Grace,2010,859958,132664,Petrol,Automatic,1800,Sedan,Colombo,Reconditioned,Dealer,Brown,24,14,Low Tax Era,Standard,Low,6.48,0
Mitsubishi,Pajero,2018,2090097,64509,Petrol,Automatic,1300,Coupe,Colombo,Reconditioned,Individual,White,23,6,Medium Tax Era,Standard,Medium,32.4,0
Suzuki,Every,2012,719704,110346,Diesel,Automatic,1300,Van,Kurunegala,Reconditioned,Dealer,White,18,12,Low Tax Era,Standard,Medium,6.52,0
Suzuki,Celerio,2021,2006364,51523,Petrol,Automatic,1000,Van,Gampaha,Reconditioned,Dealer,Black,8,3,High Tax Era,Standard,Medium,38.94,0
Honda,City,2020,2910465,18283,Petrol,Automatic,2000,Coupe,Colombo,Reconditioned,Individual,White,9,4,High Tax Era,Standard,Low,159.18,0
Honda,Civic,2018,2036198,74747,Petrol,Automatic,2000,Sedan,Gampaha,Reconditioned,Dealer,Silver,15,6,Medium Tax Era,Standard,Low,27.24,0
Nissan,X-Trail,2013,1045338,170036,Hybrid,Manual,1800,SUV,Gampaha,Reconditioned,Dealer,White,18,11,Low Tax Era,Standard,High,6.15,0
Mitsubishi,Lancer,2016,1756410,83048,Diesel,Automatic,1500,Hatchback,Matara,Used,Dealer,Red,24,8,Medium Tax Era,Standard,Low,21.15,0
Toyota,Premio,2013,1348735,155138,Electric,Manual,0,Sedan,Kurunegala,Reconditioned,Individual,Black,22,11,Low Tax Era,Standard,Very High,8.69,0
Honda,Accord,2019,3405634,98171,Hybrid,Automatic,1500,Coupe,Colombo,Used,Individual,Black,21,5,Medium Tax Era,Standard,High,34.69,0
Mazda,CX-5,2012,857871,120151,Petrol,Manual,1800,SUV,Kurunegala,Reconditioned,Individual,White,11,12,Low Tax Era,Standard,Low,7.14,0
Nissan,X-Trail,2020,2368860,51499,Hybrid,Automatic,1800,SUV,Gampaha,Used,Dealer,Silver,10,4,High Tax Era,Standard,High,46,0
Toyota,Allion,2016,1606304,76587,Petrol,Automatic,1000,Sedan,Kandy,Reconditioned,Dealer,Black,6,8,Medium Tax Era,Standard,Medium,20.97,0
Toyota,Aqua,2013,1192983,216087,Petrol,Automatic,1300,Hatchback,Colombo,Used,Individual,Black,22,11,Low Tax Era,Standard,Medium,5.52,1
Nissan,Tiida,2016,1318191,59763,Diesel,Automatic,2000,SUV,Gampaha,Used,Dealer,Red,14,8,Medium Tax Era,Standard,Low,22.06,0
Toyota,Prius,2011,915640,90680,Petrol,Automatic,1800,SUV,Ratnapura,Used,Dealer,White,7,13,Low Tax Era,Standard,Low,10.1,1
Suzuki,Every,2013,855124,230992,Electric,Automatic,0,Van,Negombo,Used,Individual,Silver,14,11,Low Tax Era,Standard,Very High,3.7,0
Mitsubishi,Montero,2011,834059,234557,Petrol,Automatic,1800,SUV,Colombo,Reconditioned,Dealer,White,22,13,Low Tax Era,Standard,Low,3.56,0
Nissan,Note,2019,2229908,83578,Hybrid,Automatic,1300,Wagon,Colombo,Used,Individual,Red,19,5,Medium Tax Era,Standard,High,26.68,0
Mazda,CX-3,2010,669104,135535,Petrol,Automatic,2000,SUV,Colombo,Used,Individual,White,7,14,Low Tax Era,Standard,Low,4.94,0
Honda,Fit,2013,1369756,156737,Hybrid,Manual,2000,Hatchback,Negombo,Reconditioned,Dealer,Black,21,11,Low Tax Era,Standard,High,8.74,1
Toyota,Vezel,2011,1035389,154693,Petrol,Automatic,1000,SUV,Colombo,Used,Individual,Silver,21,13,Low Tax Era,Standard,Medium,6.69,1
Honda,Insight,2013,1213819,131559,Diesel,Manual,2000,Wagon,Kandy,Used,Individual,Green,24,11,Low Tax Era,Standard,Low,9.23,0
Toyota,Prius,2019,3556909,87376,Hybrid,Automatic,1500,Wagon,Colombo,Used,Dealer,Red,19,5,Medium Tax Era,Standard,High,40.71,1
Toyota,Premio,2017,1821458,59984,Petrol,Manual,1500,Sedan,Galle,Reconditioned,Dealer,White,9,7,Medium Tax Era,Standard,Low,30.37,0
Toyota,Vitz,2019,2600786,50922,Diesel,Automatic,1300,Hatchback,Colombo,Used,Dealer,White,10,5,Medium Tax Era,Standard,Medium,51.07,0
Suzuki,Every,2014,827174,157937,Petrol,Automatic,2000,Van,Colombo,Used,Dealer,Gold,21,10,Low Tax Era,Standard,Low,5.24,0
Suzuki,Ertiga,2017,1151251,46800,Petrol,Manual,1800,Coupe,Colombo,Reconditioned,Individual,White,16,7,Medium Tax Era,Standard,Low,24.6,0
